PRES,BU,PLOT,MONDATE,SIZE,STEMS,MON_YEAR,LAST_BURN,BURN_YEAR
ABRP,5,1,7/7/1995,SEEDLING,3,1995,4/8/1993,1993
ABRP,5,1,7/7/1995,A,0,1995,4/8/1993,1993
ABRP,5,1,7/7/1995,B,0,1995,4/8/1993,1993
ABRP,5,1,7/7/1995,C,5,1995,4/8/1993,1993
ABRP,5,1,7/7/1995,D,2,1995,4/8/1993,1993
ABRP,5,1,7/7/1995,E,0,1995,4/8/1993,1993
ABRP,5,1,7/7/1995,F,2,1995,4/8/1993,1993
ABRP,5,1,7/7/1995,G,2,1995,4/8/1993,1993
ABRP,5,1,7/7/1995,H,0,1995,4/8/1993,1993
ABRP,5,1,7/7/1995,I,0,1995,4/8/1993,1993
ABRP,5,1,7/7/1995,J,1,1995,4/8/1993,1993
ABRP,5,2,7/7/1995,SEEDLING,3,1995,4/8/1993,1993
ABRP,5,2,7/7/1995,A,0,1995,4/8/1993,1993
ABRP,5,2,7/7/1995,B,0,1995,4/8/1993,1993
ABRP,5,2,7/7/1995,C,1,1995,4/8/1993,1993
ABRP,5,2,7/7/1995,D,2,1995,4/8/1993,1993
ABRP,5,2,7/7/1995,E,0,1995,4/8/1993,1993
ABRP,5,2,7/7/1995,F,3,1995,4/8/1993,1993
ABRP,5,2,7/7/1995,G,4,1995,4/8/1993,1993
ABRP,5,2,7/7/1995,H,0,1995,4/8/1993,1993
ABRP,5,2,7/7/1995,I,0,1995,4/8/1993,1993
ABRP,5,2,7/7/1995,J,0,1995,4/8/1993,1993
ABRP,5,3,7/18/1995,SEEDLING,1,1995,4/8/1993,1993
ABRP,5,3,7/18/1995,A,0,1995,4/8/1993,1993
ABRP,5,3,7/18/1995,B,0,1995,4/8/1993,1993
ABRP,5,3,7/18/1995,C,0,1995,4/8/1993,1993
ABRP,5,3,7/18/1995,D,0,1995,4/8/1993,1993
ABRP,5,3,7/18/1995,E,1,1995,4/8/1993,1993
ABRP,5,3,7/18/1995,F,3,1995,4/8/1993,1993
ABRP,5,3,7/18/1995,G,0,1995,4/8/1993,1993
ABRP,5,3,7/18/1995,H,2,1995,4/8/1993,1993
ABRP,5,3,7/18/1995,I,0,1995,4/8/1993,1993
ABRP,5,3,7/18/1995,J,0,1995,4/8/1993,1993
ABRP,5,4,7/17/1995,SEEDLING,1,1995,4/8/1993,1993
ABRP,5,4,7/17/1995,A,0,1995,4/8/1993,1993
ABRP,5,4,7/17/1995,B,0,1995,4/8/1993,1993
ABRP,5,4,7/17/1995,C,0,1995,4/8/1993,1993
ABRP,5,4,7/17/1995,D,0,1995,4/8/1993,1993
ABRP,5,4,7/17/1995,E,0,1995,4/8/1993,1993
ABRP,5,4,7/17/1995,F,0,1995,4/8/1993,1993
ABRP,5,4,7/17/1995,G,0,1995,4/8/1993,1993
ABRP,5,4,7/17/1995,H,0,1995,4/8/1993,1993
ABRP,5,4,7/17/1995,I,1,1995,4/8/1993,1993
ABRP,5,4,7/17/1995,J,0,1995,4/8/1993,1993
ABRP,5,5,7/5/1995,SEEDLING,2,1995,4/8/1993,1993
ABRP,5,5,7/5/1995,A,0,1995,4/8/1993,1993
ABRP,5,5,7/5/1995,B,0,1995,4/8/1993,1993
ABRP,5,5,7/5/1995,C,0,1995,4/8/1993,1993
ABRP,5,5,7/5/1995,D,0,1995,4/8/1993,1993
ABRP,5,5,7/5/1995,E,2,1995,4/8/1993,1993
ABRP,5,5,7/5/1995,F,3,1995,4/8/1993,1993
ABRP,5,5,7/5/1995,G,0,1995,4/8/1993,1993
ABRP,5,5,7/5/1995,H,1,1995,4/8/1993,1993
ABRP,5,5,7/5/1995,I,0,1995,4/8/1993,1993
ABRP,5,5,7/5/1995,J,1,1995,4/8/1993,1993
ABRP,5,6,7/12/1995,SEEDLING,3,1995,4/8/1993,1993
ABRP,5,6,7/12/1995,A,0,1995,4/8/1993,1993
ABRP,5,6,7/12/1995,B,0,1995,4/8/1993,1993
ABRP,5,6,7/12/1995,C,0,1995,4/8/1993,1993
ABRP,5,6,7/12/1995,D,0,1995,4/8/1993,1993
ABRP,5,6,7/12/1995,E,0,1995,4/8/1993,1993
ABRP,5,6,7/12/1995,F,1,1995,4/8/1993,1993
ABRP,5,6,7/12/1995,G,0,1995,4/8/1993,1993
ABRP,5,6,7/12/1995,H,1,1995,4/8/1993,1993
ABRP,5,6,7/12/1995,I,0,1995,4/8/1993,1993
ABRP,5,6,7/12/1995,J,0,1995,4/8/1993,1993
ABRP,32,1,7/21/1995,SEEDLING,3,1995,6/15/1993,1993
ABRP,32,1,7/21/1995,A,34,1995,6/15/1993,1993
ABRP,32,1,7/21/1995,B,25,1995,6/15/1993,1993
ABRP,32,1,7/21/1995,C,0,1995,6/15/1993,1993
ABRP,32,1,7/21/1995,D,0,1995,6/15/1993,1993
ABRP,32,1,7/21/1995,E,0,1995,6/15/1993,1993
ABRP,32,1,7/21/1995,F,0,1995,6/15/1993,1993
ABRP,32,1,7/21/1995,G,0,1995,6/15/1993,1993
ABRP,32,1,7/21/1995,H,0,1995,6/15/1993,1993
ABRP,32,1,7/21/1995,I,0,1995,6/15/1993,1993
ABRP,32,1,7/21/1995,J,0,1995,6/15/1993,1993
ABRP,32,2,8/1/1995,SEEDLING,1,1995,6/15/1993,1993
ABRP,32,2,8/1/1995,A,0,1995,6/15/1993,1993
ABRP,32,2,8/1/1995,B,0,1995,6/15/1993,1993
ABRP,32,2,8/1/1995,C,0,1995,6/15/1993,1993
ABRP,32,2,8/1/1995,D,0,1995,6/15/1993,1993
ABRP,32,2,8/1/1995,E,0,1995,6/15/1993,1993
ABRP,32,2,8/1/1995,F,0,1995,6/15/1993,1993
ABRP,32,2,8/1/1995,G,0,1995,6/15/1993,1993
ABRP,32,2,8/1/1995,H,0,1995,6/15/1993,1993
ABRP,32,2,8/1/1995,I,0,1995,6/15/1993,1993
ABRP,32,2,8/1/1995,J,0,1995,6/15/1993,1993
ABRP,32,3,8/1/1995,SEEDLING,2,1995,6/15/1993,1993
ABRP,32,3,8/1/1995,A,1,1995,6/15/1993,1993
ABRP,32,3,8/1/1995,B,0,1995,6/15/1993,1993
ABRP,32,3,8/1/1995,C,0,1995,6/15/1993,1993
ABRP,32,3,8/1/1995,D,0,1995,6/15/1993,1993
ABRP,32,3,8/1/1995,E,0,1995,6/15/1993,1993
ABRP,32,3,8/1/1995,F,0,1995,6/15/1993,1993
ABRP,32,3,8/1/1995,G,0,1995,6/15/1993,1993
ABRP,32,3,8/1/1995,H,0,1995,6/15/1993,1993
ABRP,32,3,8/1/1995,I,0,1995,6/15/1993,1993
ABRP,32,3,8/1/1995,J,0,1995,6/15/1993,1993
ABRP,32,4,8/1/1995,SEEDLING,3,1995,6/15/1993,1993
ABRP,32,4,8/1/1995,A,8,1995,6/15/1993,1993
ABRP,32,4,8/1/1995,B,1,1995,6/15/1993,1993
ABRP,32,4,8/1/1995,C,0,1995,6/15/1993,1993
ABRP,32,4,8/1/1995,D,0,1995,6/15/1993,1993
ABRP,32,4,8/1/1995,E,0,1995,6/15/1993,1993
ABRP,32,4,8/1/1995,F,0,1995,6/15/1993,1993
ABRP,32,4,8/1/1995,G,0,1995,6/15/1993,1993
ABRP,32,4,8/1/1995,H,0,1995,6/15/1993,1993
ABRP,32,4,8/1/1995,I,0,1995,6/15/1993,1993
ABRP,32,4,8/1/1995,J,0,1995,6/15/1993,1993
ABRP,32,5,7/24/1995,SEEDLING,3,1995,6/15/1993,1993
ABRP,32,5,7/24/1995,A,21,1995,6/15/1993,1993
ABRP,32,5,7/24/1995,B,5,1995,6/15/1993,1993
ABRP,32,5,7/24/1995,C,0,1995,6/15/1993,1993
ABRP,32,5,7/24/1995,D,0,1995,6/15/1993,1993
ABRP,32,5,7/24/1995,E,0,1995,6/15/1993,1993
ABRP,32,5,7/24/1995,F,0,1995,6/15/1993,1993
ABRP,32,5,7/24/1995,G,0,1995,6/15/1993,1993
ABRP,32,5,7/24/1995,H,0,1995,6/15/1993,1993
ABRP,32,5,7/24/1995,I,0,1995,6/15/1993,1993
ABRP,32,5,7/24/1995,J,0,1995,6/15/1993,1993
ABRP,32,6,7/19/1995,SEEDLING,3,1995,6/15/1993,1993
ABRP,32,6,7/19/1995,A,0,1995,6/15/1993,1993
ABRP,32,6,7/19/1995,B,0,1995,6/15/1993,1993
ABRP,32,6,7/19/1995,C,0,1995,6/15/1993,1993
ABRP,32,6,7/19/1995,D,0,1995,6/15/1993,1993
ABRP,32,6,7/19/1995,E,0,1995,6/15/1993,1993
ABRP,32,6,7/19/1995,F,0,1995,6/15/1993,1993
ABRP,32,6,7/19/1995,G,0,1995,6/15/1993,1993
ABRP,32,6,7/19/1995,H,0,1995,6/15/1993,1993
ABRP,32,6,7/19/1995,I,0,1995,6/15/1993,1993
ABRP,32,6,7/19/1995,J,0,1995,6/15/1993,1993
ABRP,32,7,7/22/1995,SEEDLING,1,1995,6/15/1993,1993
ABRP,32,7,7/22/1995,A,0,1995,6/15/1993,1993
ABRP,32,7,7/22/1995,B,0,1995,6/15/1993,1993
ABRP,32,7,7/22/1995,C,0,1995,6/15/1993,1993
ABRP,32,7,7/22/1995,D,0,1995,6/15/1993,1993
ABRP,32,7,7/22/1995,E,0,1995,6/15/1993,1993
ABRP,32,7,7/22/1995,F,0,1995,6/15/1993,1993
ABRP,32,7,7/22/1995,G,0,1995,6/15/1993,1993
ABRP,32,7,7/22/1995,H,0,1995,6/15/1993,1993
ABRP,32,7,7/22/1995,I,0,1995,6/15/1993,1993
ABRP,32,7,7/22/1995,J,0,1995,6/15/1993,1993
ABRP,32,8,7/22/1995,SEEDLING,1,1995,6/15/1993,1993
ABRP,32,8,7/22/1995,A,0,1995,6/15/1993,1993
ABRP,32,8,7/22/1995,B,0,1995,6/15/1993,1993
ABRP,32,8,7/22/1995,C,0,1995,6/15/1993,1993
ABRP,32,8,7/22/1995,D,0,1995,6/15/1993,1993
ABRP,32,8,7/22/1995,E,0,1995,6/15/1993,1993
ABRP,32,8,7/22/1995,F,0,1995,6/15/1993,1993
ABRP,32,8,7/22/1995,G,0,1995,6/15/1993,1993
ABRP,32,8,7/22/1995,H,0,1995,6/15/1993,1993
ABRP,32,8,7/22/1995,I,0,1995,6/15/1993,1993
ABRP,32,8,7/22/1995,J,0,1995,6/15/1993,1993
ABRP,32,9,7/31/1995,SEEDLING,3,1995,6/15/1993,1993
ABRP,32,9,7/31/1995,A,15,1995,6/15/1993,1993
ABRP,32,9,7/31/1995,B,4,1995,6/15/1993,1993
ABRP,32,9,7/31/1995,C,0,1995,6/15/1993,1993
ABRP,32,9,7/31/1995,D,0,1995,6/15/1993,1993
ABRP,32,9,7/31/1995,E,0,1995,6/15/1993,1993
ABRP,32,9,7/31/1995,F,0,1995,6/15/1993,1993
ABRP,32,9,7/31/1995,G,0,1995,6/15/1993,1993
ABRP,32,9,7/31/1995,H,0,1995,6/15/1993,1993
ABRP,32,9,7/31/1995,I,0,1995,6/15/1993,1993
ABRP,32,9,7/31/1995,J,0,1995,6/15/1993,1993
ABRP,32,10,7/27/1995,SEEDLING,1,1995,6/15/1993,1993
ABRP,32,10,7/27/1995,A,0,1995,6/15/1993,1993
ABRP,32,10,7/27/1995,B,0,1995,6/15/1993,1993
ABRP,32,10,7/27/1995,C,0,1995,6/15/1993,1993
ABRP,32,10,7/27/1995,D,0,1995,6/15/1993,1993
ABRP,32,10,7/27/1995,E,0,1995,6/15/1993,1993
ABRP,32,10,7/27/1995,F,0,1995,6/15/1993,1993
ABRP,32,10,7/27/1995,G,0,1995,6/15/1993,1993
ABRP,32,10,7/27/1995,H,0,1995,6/15/1993,1993
ABRP,32,10,7/27/1995,I,0,1995,6/15/1993,1993
ABRP,32,10,7/27/1995,J,0,1995,6/15/1993,1993
ABRP,32,11,7/27/1995,SEEDLING,1,1995,6/15/1993,1993
ABRP,32,11,7/27/1995,A,0,1995,6/15/1993,1993
ABRP,32,11,7/27/1995,B,0,1995,6/15/1993,1993
ABRP,32,11,7/27/1995,C,0,1995,6/15/1993,1993
ABRP,32,11,7/27/1995,D,0,1995,6/15/1993,1993
ABRP,32,11,7/27/1995,E,0,1995,6/15/1993,1993
ABRP,32,11,7/27/1995,F,0,1995,6/15/1993,1993
ABRP,32,11,7/27/1995,G,0,1995,6/15/1993,1993
ABRP,32,11,7/27/1995,H,0,1995,6/15/1993,1993
ABRP,32,11,7/27/1995,I,0,1995,6/15/1993,1993
ABRP,32,11,7/27/1995,J,0,1995,6/15/1993,1993
ABRP,7,1,7/31/1996,SEEDLING,3,1996,4/30/1994,1994
ABRP,7,1,7/31/1996,A,15,1996,4/30/1994,1994
ABRP,7,1,7/31/1996,B,10,1996,4/30/1994,1994
ABRP,7,1,7/31/1996,C,2,1996,4/30/1994,1994
ABRP,7,1,7/31/1996,D,0,1996,4/30/1994,1994
ABRP,7,1,7/31/1996,E,0,1996,4/30/1994,1994
ABRP,7,1,7/31/1996,F,0,1996,4/30/1994,1994
ABRP,7,1,7/31/1996,G,0,1996,4/30/1994,1994
ABRP,7,1,7/31/1996,H,0,1996,4/30/1994,1994
ABRP,7,1,7/31/1996,I,0,1996,4/30/1994,1994
ABRP,7,1,7/31/1996,J,0,1996,4/30/1994,1994
ABRP,7,2,8/1/1996,SEEDLING,3,1996,4/30/1994,1994
ABRP,7,2,8/1/1996,A,0,1996,4/30/1994,1994
ABRP,7,2,8/1/1996,B,5,1996,4/30/1994,1994
ABRP,7,2,8/1/1996,C,7,1996,4/30/1994,1994
ABRP,7,2,8/1/1996,D,0,1996,4/30/1994,1994
ABRP,7,2,8/1/1996,E,0,1996,4/30/1994,1994
ABRP,7,2,8/1/1996,F,0,1996,4/30/1994,1994
ABRP,7,2,8/1/1996,G,0,1996,4/30/1994,1994
ABRP,7,2,8/1/1996,H,0,1996,4/30/1994,1994
ABRP,7,2,8/1/1996,I,0,1996,4/30/1994,1994
ABRP,7,2,8/1/1996,J,0,1996,4/30/1994,1994
ABRP,7,3,8/2/1996,SEEDLING,3,1996,4/30/1994,1994
ABRP,7,3,8/2/1996,A,0,1996,4/30/1994,1994
ABRP,7,3,8/2/1996,B,25,1996,4/30/1994,1994
ABRP,7,3,8/2/1996,C,12,1996,4/30/1994,1994
ABRP,7,3,8/2/1996,D,2,1996,4/30/1994,1994
ABRP,7,3,8/2/1996,E,0,1996,4/30/1994,1994
ABRP,7,3,8/2/1996,F,0,1996,4/30/1994,1994
ABRP,7,3,8/2/1996,G,0,1996,4/30/1994,1994
ABRP,7,3,8/2/1996,H,0,1996,4/30/1994,1994
ABRP,7,3,8/2/1996,I,0,1996,4/30/1994,1994
ABRP,7,3,8/2/1996,J,0,1996,4/30/1994,1994
ABRP,7,4,8/5/1996,SEEDLING,1,1996,4/30/1994,1994
ABRP,7,4,8/5/1996,A,0,1996,4/30/1994,1994
ABRP,7,4,8/5/1996,B,3,1996,4/30/1994,1994
ABRP,7,4,8/5/1996,C,5,1996,4/30/1994,1994
ABRP,7,4,8/5/1996,D,0,1996,4/30/1994,1994
ABRP,7,4,8/5/1996,E,0,1996,4/30/1994,1994
ABRP,7,4,8/5/1996,F,0,1996,4/30/1994,1994
ABRP,7,4,8/5/1996,G,0,1996,4/30/1994,1994
ABRP,7,4,8/5/1996,H,0,1996,4/30/1994,1994
ABRP,7,4,8/5/1996,I,0,1996,4/30/1994,1994
ABRP,7,4,8/5/1996,J,0,1996,4/30/1994,1994
ABRP,7,5,8/22/1996,SEEDLING,3,1996,4/30/1994,1994
ABRP,7,5,8/22/1996,A,3,1996,4/30/1994,1994
ABRP,7,5,8/22/1996,B,16,1996,4/30/1994,1994
ABRP,7,5,8/22/1996,C,21,1996,4/30/1994,1994
ABRP,7,5,8/22/1996,D,2,1996,4/30/1994,1994
ABRP,7,5,8/22/1996,E,0,1996,4/30/1994,1994
ABRP,7,5,8/22/1996,F,0,1996,4/30/1994,1994
ABRP,7,5,8/22/1996,G,0,1996,4/30/1994,1994
ABRP,7,5,8/22/1996,H,0,1996,4/30/1994,1994
ABRP,7,5,8/22/1996,I,0,1996,4/30/1994,1994
ABRP,7,5,8/22/1996,J,0,1996,4/30/1994,1994
ABRP,7,6,8/5/1996,SEEDLING,3,1996,4/30/1994,1994
ABRP,7,6,8/5/1996,A,0,1996,4/30/1994,1994
ABRP,7,6,8/5/1996,B,14,1996,4/30/1994,1994
ABRP,7,6,8/5/1996,C,2,1996,4/30/1994,1994
ABRP,7,6,8/5/1996,D,7,1996,4/30/1994,1994
ABRP,7,6,8/5/1996,E,0,1996,4/30/1994,1994
ABRP,7,6,8/5/1996,F,0,1996,4/30/1994,1994
ABRP,7,6,8/5/1996,G,0,1996,4/30/1994,1994
ABRP,7,6,8/5/1996,H,0,1996,4/30/1994,1994
ABRP,7,6,8/5/1996,I,0,1996,4/30/1994,1994
ABRP,7,6,8/5/1996,J,0,1996,4/30/1994,1994
ABRP,7,7,8/7/1996,SEEDLING,2,1996,4/30/1994,1994
ABRP,7,7,8/7/1996,A,0,1996,4/30/1994,1994
ABRP,7,7,8/7/1996,B,2,1996,4/30/1994,1994
ABRP,7,7,8/7/1996,C,6,1996,4/30/1994,1994
ABRP,7,7,8/7/1996,D,3,1996,4/30/1994,1994
ABRP,7,7,8/7/1996,E,0,1996,4/30/1994,1994
ABRP,7,7,8/7/1996,F,0,1996,4/30/1994,1994
ABRP,7,7,8/7/1996,G,0,1996,4/30/1994,1994
ABRP,7,7,8/7/1996,H,0,1996,4/30/1994,1994
ABRP,7,7,8/7/1996,I,0,1996,4/30/1994,1994
ABRP,7,7,8/7/1996,J,0,1996,4/30/1994,1994
ABRP,7,8,8/8/1996,SEEDLING,2,1996,4/30/1994,1994
ABRP,7,8,8/8/1996,A,0,1996,4/30/1994,1994
ABRP,7,8,8/8/1996,B,17,1996,4/30/1994,1994
ABRP,7,8,8/8/1996,C,8,1996,4/30/1994,1994
ABRP,7,8,8/8/1996,D,0,1996,4/30/1994,1994
ABRP,7,8,8/8/1996,E,0,1996,4/30/1994,1994
ABRP,7,8,8/8/1996,F,0,1996,4/30/1994,1994
ABRP,7,8,8/8/1996,G,0,1996,4/30/1994,1994
ABRP,7,8,8/8/1996,H,0,1996,4/30/1994,1994
ABRP,7,8,8/8/1996,I,0,1996,4/30/1994,1994
ABRP,7,8,8/8/1996,J,0,1996,4/30/1994,1994
ABRP,21,1,8/8/1996,SEEDLING,1,1996,5/6/1994,1994
ABRP,21,1,8/8/1996,A,0,1996,5/6/1994,1994
ABRP,21,1,8/8/1996,B,0,1996,5/6/1994,1994
ABRP,21,1,8/8/1996,C,0,1996,5/6/1994,1994
ABRP,21,1,8/8/1996,D,0,1996,5/6/1994,1994
ABRP,21,1,8/8/1996,E,1,1996,5/6/1994,1994
ABRP,21,1,8/8/1996,F,0,1996,5/6/1994,1994
ABRP,21,1,8/8/1996,G,0,1996,5/6/1994,1994
ABRP,21,1,8/8/1996,H,1,1996,5/6/1994,1994
ABRP,21,1,8/8/1996,I,0,1996,5/6/1994,1994
ABRP,21,1,8/8/1996,J,0,1996,5/6/1994,1994
ABRP,21,2,8/9/1996,SEEDLING,1,1996,5/6/1994,1994
ABRP,21,2,8/9/1996,A,0,1996,5/6/1994,1994
ABRP,21,2,8/9/1996,B,0,1996,5/6/1994,1994
ABRP,21,2,8/9/1996,C,1,1996,5/6/1994,1994
ABRP,21,2,8/9/1996,D,1,1996,5/6/1994,1994
ABRP,21,2,8/9/1996,E,5,1996,5/6/1994,1994
ABRP,21,2,8/9/1996,F,2,1996,5/6/1994,1994
ABRP,21,2,8/9/1996,G,2,1996,5/6/1994,1994
ABRP,21,2,8/9/1996,H,3,1996,5/6/1994,1994
ABRP,21,2,8/9/1996,I,0,1996,5/6/1994,1994
ABRP,21,2,8/9/1996,J,0,1996,5/6/1994,1994
ABRP,21,3,8/15/1996,SEEDLING,2,1996,5/6/1994,1994
ABRP,21,3,8/15/1996,A,0,1996,5/6/1994,1994
ABRP,21,3,8/15/1996,B,0,1996,5/6/1994,1994
ABRP,21,3,8/15/1996,C,0,1996,5/6/1994,1994
ABRP,21,3,8/15/1996,D,0,1996,5/6/1994,1994
ABRP,21,3,8/15/1996,E,1,1996,5/6/1994,1994
ABRP,21,3,8/15/1996,F,1,1996,5/6/1994,1994
ABRP,21,3,8/15/1996,G,2,1996,5/6/1994,1994
ABRP,21,3,8/15/1996,H,1,1996,5/6/1994,1994
ABRP,21,3,8/15/1996,I,0,1996,5/6/1994,1994
ABRP,21,3,8/15/1996,J,0,1996,5/6/1994,1994
ABRP,22,1,8/15/1996,SEEDLING,2,1996,3/26/1995,1995
ABRP,22,1,8/15/1996,A,0,1996,3/26/1995,1995
ABRP,22,1,8/15/1996,B,0,1996,3/26/1995,1995
ABRP,22,1,8/15/1996,C,0,1996,3/26/1995,1995
ABRP,22,1,8/15/1996,D,0,1996,3/26/1995,1995
ABRP,22,1,8/15/1996,E,0,1996,3/26/1995,1995
ABRP,22,1,8/15/1996,F,0,1996,3/26/1995,1995
ABRP,22,1,8/15/1996,G,0,1996,3/26/1995,1995
ABRP,22,1,8/15/1996,H,0,1996,3/26/1995,1995
ABRP,22,1,8/15/1996,I,0,1996,3/26/1995,1995
ABRP,22,1,8/15/1996,J,0,1996,3/26/1995,1995
ABRP,22,2,8/16/1996,SEEDLING,3,1996,3/26/1995,1995
ABRP,22,2,8/16/1996,A,0,1996,3/26/1995,1995
ABRP,22,2,8/16/1996,B,0,1996,3/26/1995,1995
ABRP,22,2,8/16/1996,C,0,1996,3/26/1995,1995
ABRP,22,2,8/16/1996,D,0,1996,3/26/1995,1995
ABRP,22,2,8/16/1996,E,0,1996,3/26/1995,1995
ABRP,22,2,8/16/1996,F,0,1996,3/26/1995,1995
ABRP,22,2,8/16/1996,G,0,1996,3/26/1995,1995
ABRP,22,2,8/16/1996,H,0,1996,3/26/1995,1995
ABRP,22,2,8/16/1996,I,0,1996,3/26/1995,1995
ABRP,22,2,8/16/1996,J,0,1996,3/26/1995,1995
ABRP,22,3,8/16/1996,SEEDLING,2,1996,3/26/1995,1995
ABRP,22,3,8/16/1996,A,0,1996,3/26/1995,1995
ABRP,22,3,8/16/1996,B,0,1996,3/26/1995,1995
ABRP,22,3,8/16/1996,C,0,1996,3/26/1995,1995
ABRP,22,3,8/16/1996,D,0,1996,3/26/1995,1995
ABRP,22,3,8/16/1996,E,0,1996,3/26/1995,1995
ABRP,22,3,8/16/1996,F,0,1996,3/26/1995,1995
ABRP,22,3,8/16/1996,G,0,1996,3/26/1995,1995
ABRP,22,3,8/16/1996,H,0,1996,3/26/1995,1995
ABRP,22,3,8/16/1996,I,0,1996,3/26/1995,1995
ABRP,22,3,8/16/1996,J,0,1996,3/26/1995,1995
ABRP,22,4,8/19/1996,SEEDLING,2,1996,3/26/1995,1995
ABRP,22,4,8/19/1996,A,0,1996,3/26/1995,1995
ABRP,22,4,8/19/1996,B,0,1996,3/26/1995,1995
ABRP,22,4,8/19/1996,C,0,1996,3/26/1995,1995
ABRP,22,4,8/19/1996,D,0,1996,3/26/1995,1995
ABRP,22,4,8/19/1996,E,0,1996,3/26/1995,1995
ABRP,22,4,8/19/1996,F,1,1996,3/26/1995,1995
ABRP,22,4,8/19/1996,G,1,1996,3/26/1995,1995
ABRP,22,4,8/19/1996,H,0,1996,3/26/1995,1995
ABRP,22,4,8/19/1996,I,0,1996,3/26/1995,1995
ABRP,22,4,8/19/1996,J,0,1996,3/26/1995,1995
ABRP,22,5,8/26/1996,SEEDLING,0,1996,3/26/1995,1995
ABRP,22,5,8/26/1996,A,0,1996,3/26/1995,1995
ABRP,22,5,8/26/1996,B,0,1996,3/26/1995,1995
ABRP,22,5,8/26/1996,C,0,1996,3/26/1995,1995
ABRP,22,5,8/26/1996,D,0,1996,3/26/1995,1995
ABRP,22,5,8/26/1996,E,0,1996,3/26/1995,1995
ABRP,22,5,8/26/1996,F,0,1996,3/26/1995,1995
ABRP,22,5,8/26/1996,G,0,1996,3/26/1995,1995
ABRP,22,5,8/26/1996,H,0,1996,3/26/1995,1995
ABRP,22,5,8/26/1996,I,0,1996,3/26/1995,1995
ABRP,22,5,8/26/1996,J,0,1996,3/26/1995,1995
ABRP,5,1,8/11/1997,SEEDLING,3,1997,5/16/1996,1996
ABRP,5,1,8/11/1997,A,0,1997,5/16/1996,1996
ABRP,5,1,8/11/1997,B,3,1997,5/16/1996,1996
ABRP,5,1,8/11/1997,C,3,1997,5/16/1996,1996
ABRP,5,1,8/11/1997,D,2,1997,5/16/1996,1996
ABRP,5,1,8/11/1997,E,2,1997,5/16/1996,1996
ABRP,5,1,8/11/1997,F,3,1997,5/16/1996,1996
ABRP,5,1,8/11/1997,G,3,1997,5/16/1996,1996
ABRP,5,1,8/11/1997,H,0,1997,5/16/1996,1996
ABRP,5,1,8/11/1997,I,0,1997,5/16/1996,1996
ABRP,5,1,8/11/1997,J,1,1997,5/16/1996,1996
ABRP,5,2,8/11/1997,SEEDLING,3,1997,5/16/1996,1996
ABRP,5,2,8/11/1997,A,2,1997,5/16/1996,1996
ABRP,5,2,8/11/1997,B,0,1997,5/16/1996,1996
ABRP,5,2,8/11/1997,C,0,1997,5/16/1996,1996
ABRP,5,2,8/11/1997,D,1,1997,5/16/1996,1996
ABRP,5,2,8/11/1997,E,1,1997,5/16/1996,1996
ABRP,5,2,8/11/1997,F,1,1997,5/16/1996,1996
ABRP,5,2,8/11/1997,G,4,1997,5/16/1996,1996
ABRP,5,2,8/11/1997,H,1,1997,5/16/1996,1996
ABRP,5,2,8/11/1997,I,0,1997,5/16/1996,1996
ABRP,5,2,8/11/1997,J,0,1997,5/16/1996,1996
ABRP,5,3,8/12/1997,SEEDLING,1,1997,5/16/1996,1996
ABRP,5,3,8/12/1997,A,1,1997,5/16/1996,1996
ABRP,5,3,8/12/1997,B,0,1997,5/16/1996,1996
ABRP,5,3,8/12/1997,C,0,1997,5/16/1996,1996
ABRP,5,3,8/12/1997,D,0,1997,5/16/1996,1996
ABRP,5,3,8/12/1997,E,0,1997,5/16/1996,1996
ABRP,5,3,8/12/1997,F,0,1997,5/16/1996,1996
ABRP,5,3,8/12/1997,G,2,1997,5/16/1996,1996
ABRP,5,3,8/12/1997,H,0,1997,5/16/1996,1996
ABRP,5,3,8/12/1997,I,20,1997,5/16/1996,1996
ABRP,5,3,8/12/1997,J,0,1997,5/16/1996,1996
ABRP,5,4,8/12/1997,SEEDLING,3,1997,5/16/1996,1996
ABRP,5,4,8/12/1997,A,0,1997,5/16/1996,1996
ABRP,5,4,8/12/1997,B,1,1997,5/16/1996,1996
ABRP,5,4,8/12/1997,C,0,1997,5/16/1996,1996
ABRP,5,4,8/12/1997,D,0,1997,5/16/1996,1996
ABRP,5,4,8/12/1997,E,0,1997,5/16/1996,1996
ABRP,5,4,8/12/1997,F,0,1997,5/16/1996,1996
ABRP,5,4,8/12/1997,G,0,1997,5/16/1996,1996
ABRP,5,4,8/12/1997,H,0,1997,5/16/1996,1996
ABRP,5,4,8/12/1997,I,1,1997,5/16/1996,1996
ABRP,5,4,8/12/1997,J,0,1997,5/16/1996,1996
ABRP,5,5,8/12/1997,SEEDLING,3,1997,5/16/1996,1996
ABRP,5,5,8/12/1997,A,1,1997,5/16/1996,1996
ABRP,5,5,8/12/1997,B,1,1997,5/16/1996,1996
ABRP,5,5,8/12/1997,C,0,1997,5/16/1996,1996
ABRP,5,5,8/12/1997,D,0,1997,5/16/1996,1996
ABRP,5,5,8/12/1997,E,0,1997,5/16/1996,1996
ABRP,5,5,8/12/1997,F,3,1997,5/16/1996,1996
ABRP,5,5,8/12/1997,G,2,1997,5/16/1996,1996
ABRP,5,5,8/12/1997,H,0,1997,5/16/1996,1996
